Log_ID,Server_ID,Server_Cluster,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours)
Station2_LOG00728,SRV084,CL-9,2025-08-02 23:50:00,79.01,44.44,40.05,6.68,7.62,537.02,1.01
Station2_LOG00729,SRV016,CL-2,2025-08-02 09:24:00,62.97,75.76,45.28,20.56,13.47,680.2,1.76
Station2_LOG00730,SRV011,CL-7,2025-08-01 09:08:00,89.51,21.06,10.36,21.77,3.26,762.74,4.83
Station2_LOG00731,SRV027,CL-7,2025-08-01 07:05:00,42.44,63.63,62.78,4.22,8.5,446.64,5.56
Station2_LOG00732,SRV096,CL-4,2025-08-01 13:18:00,67.32,80.28,45.76,25.53,19.91,502.94,7.82
Station2_LOG00733,SRV034,CL-6,2025-08-02 15:15:00,23.72,40.95,13.88,15.68,17.63,576.78,6.12
Station2_LOG00734,SRV084,CL-9,2025-08-02 23:36:00,10.25,72.73,26.17,15.77,19.33,668.63,5.18
Station2_LOG00735,SRV073,CL-3,2025-08-02 05:49:00,26.62,47.35,35.21,15.21,17.25,118.47,2.9
Station2_LOG00736,SRV020,CL-9,2025-08-02 01:43:00,45.88,44.06,46.15,2.63,3.09,437.52,5.09
Station2_LOG00737,SRV078,CL-1,2025-08-01 07:02:00,36.98,54.96,44.35,8.67,9.98,416.84,2.75
Station2_LOG00738,SRV050,CL-1,2025-08-01 15:34:00,14.96,46.25,79.54,1.78,0.87,877.63,8.03
Station2_LOG00739,SRV020,CL-9,2025-08-02 23:14:00,57.27,49.33,42.63,20.06,21.15,199.04,1.9
Station2_LOG00740,SRV036,CL-9,2025-08-01 23:15:00,73.58,74.59,45.55,15.8,4.79,127.28,8.65
Station2_LOG00741,SRV041,CL-10,2025-08-01 11:47:00,48.41,33.44,,11.67,24.07,601.2,3.94
Station2_LOG00742,SRV067,CL-5,2025-08-01 12:37:00,36.27,48.32,6.99,13.35,16.8,839.55,9.94
Station2_LOG00743,SRV070,CL-1,2025-08-02 06:43:00,48.64,,54.79,23.49,20.51,996.56,8.67
Station2_LOG00744,SRV032,CL-4,2025-08-01 14:49:00,67.43,78.58,17.59,27.31,16.82,447.64,3.09
Station2_LOG00745,SRV008,CL-1,2025-08-02 23:21:00,92.74,51.21,66.88,19.44,6.48,503.77,5.54
Station2_LOG00746,SRV089,CL-1,2025-08-02 18:20:00,56.27,69.02,7.35,16.4,13.83,306.69,5.63
Station2_LOG00747,SRV084,CL-9,2025-08-01 04:30:00,12.87,,49.8,4.98,7.78,760.24,6.23
Station2_LOG00748,SRV011,CL-7,2025-08-01 11:02:00,27.12,67.89,47.51,10.47,15.95,696.08,9.84
Station2_LOG00749,SRV032,CL-4,2025-08-02 18:01:00,28.05,74.12,40.37,15.78,19.76,809.59,4.21
Station2_LOG00750,SRV011,CL-7,2025-08-02 04:47:00,82.71,39.67,45.91,19.15,12.59,332.54,7.79
Station2_LOG00751,SRV077,CL-1,2025-08-01 03:14:00,74.36,77.96,9.68,1.65,23.07,464.01,4.79
Station2_LOG00752,SRV073,CL-3,2025-08-01 06:22:00,88.04,64.26,22.52,18.95,18.61,819.49,0.26
Station2_LOG00753,SRV027,CL-7,2025-08-01 16:45:00,59.85,,19.14,24.41,14.47,291.4,2.68
Station2_LOG00754,SRV028,CL-2,2025-08-01 07:49:00,73.36,,8.96,26.14,5.04,416.86,7.35
Station2_LOG00755,SRV045,CL-2,2025-08-01 02:26:00,38.83,,29.87,13.64,6.39,811.74,8.89
Station2_LOG00756,SRV031,CL-7,2025-08-01 03:11:00,26.8,67.32,67.58,20.26,1.84,620.06,1.86
Station2_LOG00757,SRV063,CL-10,2025-08-02 04:30:00,92.06,66.31,63.89,13.93,3.22,871.2,9.31
Station2_LOG00758,SRV005,CL-3,2025-08-01 01:25:00,34.84,70.95,35.44,6.35,7.74,278.47,0.37
Station2_LOG00759,SRV027,CL-7,2025-08-02 08:14:00,44.5,82.32,55.46,17.22,19.28,310.99,8.54
Station2_LOG00760,SRV046,CL-7,2025-08-02 12:08:00,51.59,40.97,25.69,3.44,21.14,660.66,0.12
Station2_LOG00761,SRV014,CL-10,2025-08-02 16:59:00,37.5,,52.37,16.29,6.41,711.33,7.01
Station2_LOG00762,SRV073,CL-3,2025-08-01 20:59:00,85.99,51.04,26.37,16.78,8.32,544.82,0.6
Station2_LOG00763,SRV054,CL-9,2025-08-01 01:31:00,23.24,23.06,50.16,16.52,10.35,229.66,7.84
Station2_LOG00764,SRV008,CL-1,2025-08-02 05:44:00,81.87,41.59,74.53,22.27,15.72,803.55,5.53
Station2_LOG00765,SRV063,CL-10,2025-08-01 21:17:00,59.63,76.48,68.61,2.2,22.64,978.95,2.47
Station2_LOG00766,SRV050,CL-1,2025-08-01 11:12:00,72.5,50.25,24.16,8.34,4.7,406.74,7.48
Station2_LOG00767,SRV071,CL-2,2025-08-01 04:58:00,74.59,62.14,53.8,6.87,17,117.45,9.81
Station2_LOG00768,SRV046,CL-7,2025-08-02 22:40:00,36.21,49.1,12.28,3.31,2.85,556.54,7.34
Station2_LOG00769,SRV020,CL-9,2025-08-02 22:27:00,59.08,52.58,30.57,21.49,17.74,397.84,9.98
Station2_LOG00770,SRV043,CL-8,2025-08-02 03:43:00,35.97,,69.73,24.93,16.71,330.51,1.87
Station2_LOG00771,SRV056,CL-4,2025-08-02 07:46:00,91.4,45.57,34,25.86,10.86,560.26,6.02
Station2_LOG00772,SRV016,CL-2,2025-08-01 09:53:00,26.31,66.85,55.78,5.07,2.29,290.9,3.74
Station2_LOG00773,SRV081,CL-4,2025-08-01 18:30:00,84.95,63.78,23.91,9.83,23.64,291.76,9.61
Station2_LOG00774,SRV031,CL-7,2025-08-02 21:34:00,62.43,34.12,5.87,17.09,3.08,472.34,9.56
Station2_LOG00775,SRV091,CL-2,2025-08-02 21:23:00,29.95,79.22,44.66,13.91,10.21,260.98,6.4
Station2_LOG00776,SRV029,CL-2,2025-08-01 21:11:00,33.8,47,51.3,8.57,9.11,931.42,1.16
Station2_LOG00777,SRV091,CL-2,2025-08-01 12:05:00,34.37,84.24,44.6,8.89,10.49,427.97,6.45
Station2_LOG00778,SRV008,CL-1,2025-08-02 16:01:00,93.5,,30.49,26.4,1.1,466.97,9.53
Station2_LOG00779,SRV063,CL-10,2025-08-02 08:44:00,67.23,,16.71,12.98,11.4,307.21,0.47
Station2_LOG00780,SRV029,CL-2,2025-08-01 18:25:00,56.15,69.22,70.05,19.64,14.62,618.38,3.86
Station2_LOG00781,SRV046,CL-7,2025-08-01 19:13:00,39.15,38.47,43.59,2.94,5.69,140.64,3.22
Station2_LOG00782,SRV086,CL-4,2025-08-01 14:26:00,89.53,56.84,14.26,3.21,23.12,132.05,9.02
Station2_LOG00783,SRV040,CL-6,2025-08-02 19:31:00,83.46,72.32,63.64,4.59,2.5,916.21,5.81
Station2_LOG00784,SRV086,CL-4,2025-08-01 07:37:00,87.29,87.53,40.97,10.54,14.93,585.75,6.8
Station2_LOG00785,SRV006,CL-4,2025-08-01 00:42:00,21.14,78.85,31.82,9.1,5.24,550.72,1.55
Station2_LOG00786,SRV040,CL-6,2025-08-02 21:32:00,93.68,22.98,58.28,13.04,24.99,428.44,6.8
Station2_LOG00787,SRV091,CL-2,2025-08-02 07:27:00,77.11,81.66,51.18,23.54,10.79,872.18,0.1
Station2_LOG00788,SRV014,CL-10,2025-08-01 14:35:00,23.61,35.3,12.05,12.83,2.4,738.49,1.11
Station2_LOG00789,SRV091,CL-2,2025-08-02 08:41:00,54.24,87.63,22.82,12.09,10.4,238.86,1.65
Station2_LOG00790,SRV001,CL-8,2025-08-01 07:54:00,23.78,82.05,24.9,26.31,9.54,309.87,3.5
Station2_LOG00791,SRV027,CL-7,2025-08-02 19:43:00,19.25,76.89,31.16,24.67,20.37,751.83,1.88
Station2_LOG00792,SRV010,CL-4,2025-08-02 11:17:00,35.48,82.56,52.52,27.38,0.61,879.75,6.56
Station2_LOG00793,SRV017,CL-6,2025-08-01 14:23:00,37.01,67.91,64.58,23.32,,540.24,1.75
Station2_LOG00794,SRV013,CL-2,2025-08-01 16:07:00,28.76,28.35,23.32,9.48,20.46,183.79,9.28
Station2_LOG00795,SRV008,CL-1,2025-08-01 21:58:00,20.53,42.03,39.76,2.9,7.13,664.94,3.9
Station2_LOG00796,SRV012,CL-3,2025-08-01 08:07:00,22.75,48.35,17.7,13.93,5.69,641.97,1.04
Station2_LOG00797,SRV029,CL-2,2025-08-01 09:05:00,85.99,56.96,7.61,10.86,4.31,450.27,1.21
Station2_LOG00798,SRV073,CL-3,2025-08-02 19:19:00,13.07,20.36,43.71,8.59,24.49,139.47,6.71
Station2_LOG00799,SRV096,CL-4,2025-08-02 02:48:00,65.13,54.23,21.09,27.07,5.17,957.96,2.28
Station2_LOG00800,SRV023,CL-1,2025-08-01 12:05:00,22.97,58.79,45.58,14.83,22.07,841.58,9.21
Station2_LOG00801,SRV011,CL-7,2025-08-01 20:49:00,57.11,47.87,50.87,11.4,11.88,846.17,1.06
Station2_LOG00802,SRV054,CL-9,2025-08-01 23:57:00,79.73,,34.71,11.43,23.96,351.99,5.03
Station2_LOG00803,SRV091,CL-2,2025-08-02 17:07:00,19.94,87.51,22.1,9.08,14.59,206.67,6.59
Station2_LOG00804,SRV081,CL-4,2025-08-01 20:12:00,22.24,40.18,27.27,4.77,13.55,687,7.41
Station2_LOG00805,SRV048,CL-9,2025-08-01 17:51:00,39.26,44.53,48.7,7.59,20.48,486.88,4.65
Station2_LOG00806,SRV071,CL-2,2025-08-01 06:05:00,61.6,58.44,67.7,20.93,19.22,242.45,1.31
Station2_LOG00807,SRV013,CL-2,2025-08-02 18:07:00,32.49,83.44,26.86,27.72,15.17,874.81,4.81
Station2_LOG00808,SRV094,CL-8,2025-08-02 10:19:00,62.15,33.1,63.64,22.19,21.95,963.02,8.89
Station2_LOG00809,SRV029,CL-2,2025-08-01 03:39:00,74.03,33.95,11.58,29.84,1.72,293.05,7.94
Station2_LOG00810,SRV078,CL-1,2025-08-02 13:47:00,54.64,52.94,28.44,1.75,15.27,293.08,2.1
Station2_LOG00811,SRV023,CL-1,2025-08-02 14:37:00,16.14,83.88,71.12,17.23,19.52,101.05,3.53
Station2_LOG00812,SRV056,CL-4,2025-08-01 02:42:00,51.2,42.04,29.09,27.28,24.25,449.7,5.08
Station2_LOG00813,SRV043,CL-8,2025-08-01 04:42:00,14.2,86.27,36.31,14.24,23.45,238.19,0.06
Station2_LOG00814,SRV028,CL-2,2025-08-02 16:25:00,26.67,54.47,73.91,29.48,24.21,863.08,0.41
Station2_LOG00815,SRV026,CL-2,2025-08-02 22:24:00,63.05,60.38,72.48,3.44,0.85,602.79,9.7
Station2_LOG00816,SRV086,CL-4,2025-08-01 10:50:00,27.9,30.96,26.16,27.97,14.95,890.01,2.88
Station2_LOG00817,SRV084,CL-9,2025-08-01 19:45:00,94.19,,24.29,18.13,17.31,433.64,3.79
Station2_LOG00818,SRV078,CL-1,2025-08-02 16:50:00,19.03,44.93,54.09,20.61,16.98,557.07,0.12
Station2_LOG00819,SRV081,CL-4,2025-08-01 22:22:00,87.62,23.93,38.49,29.29,2.83,486.83,3.09
Station2_LOG00820,SRV014,CL-10,2025-08-01 12:38:00,61.54,36.35,39.26,11.19,1.19,406.48,7.61
Station2_LOG00821,SRV043,CL-8,2025-08-01 01:14:00,52.62,70.9,40.79,18.4,21.92,307.37,7.37
Station2_LOG00822,SRV046,CL-7,2025-08-01 22:41:00,55.52,32.82,76.06,28.19,2.67,511.78,4.98
Station2_LOG00823,SRV043,CL-8,2025-08-01 15:08:00,34.43,36.06,20.55,7.64,19.03,850.89,4.28
Station2_LOG00824,SRV041,CL-10,2025-08-01 17:38:00,63.58,45.22,75.12,16.87,18.14,901.81,5.36
Station2_LOG00825,SRV074,CL-3,2025-08-02 05:05:00,76.53,28.05,48.58,4.48,24.87,483.33,5.75
Station2_LOG00826,SRV001,CL-8,2025-08-01 19:49:00,65.27,,74.23,26.7,8.71,919.35,9.82
Station2_LOG00827,SRV056,CL-4,2025-08-01 11:58:00,49.79,72.25,59.64,26.88,21.97,619.31,5.46
Station2_LOG00828,SRV010,CL-4,2025-08-01 22:33:00,52.53,38.26,7.06,10.33,19.45,550.2,1.17
Station2_LOG00829,SRV096,CL-4,2025-08-01 01:17:00,29.64,74.37,74.63,10.79,23.63,851.26,5.94
Station2_LOG00830,SRV046,CL-7,2025-08-01 15:30:00,66.83,82.75,10.4,9.15,11.24,254.37,8.95
Station2_LOG00831,SRV043,CL-8,2025-08-02 20:17:00,19.7,30.61,76.69,14.91,22.38,974.07,1.96
Station2_LOG00832,SRV086,CL-4,2025-08-01 22:08:00,82.36,28.22,74.17,14.98,,142.45,0.09
Station2_LOG00833,SRV006,CL-4,2025-08-02 02:27:00,86.67,23.33,78.56,24.8,19.09,494.03,7.48
Station2_LOG00834,SRV040,CL-6,2025-08-01 00:56:00,13.73,33.95,51.32,9.67,11.91,654.57,3.21
Station2_LOG00835,SRV081,CL-4,2025-08-02 02:44:00,79.87,,37.25,16.92,5.95,968.56,7.96
Station2_LOG00836,SRV084,CL-9,2025-08-02 10:19:00,86.26,47.19,20.85,21.42,22.16,119.48,2.62
Station2_LOG00837,SRV097,CL-3,2025-08-02 15:35:00,15.13,81.39,6.72,21.43,2.16,270.85,7.65
Station2_LOG00838,SRV032,CL-4,2025-08-02 14:09:00,24.36,83.34,14.17,4.63,4.13,584.98,5.95
Station2_LOG00839,SRV011,CL-7,2025-08-02 10:30:00,10.31,62.45,,16.05,7.15,285.66,4.78
Station2_LOG00840,SRV012,CL-3,2025-08-02 19:10:00,24.59,72.29,48.34,22.21,2.23,566.11,6.55
Station2_LOG00841,SRV045,CL-2,2025-08-01 12:17:00,32.11,70.76,14.58,5.74,17.73,176.02,8.72
Station2_LOG00842,SRV043,CL-8,2025-08-01 13:21:00,67.15,,26.18,22.1,18.69,176.94,1.05
Station2_LOG00843,SRV027,CL-7,2025-08-02 05:01:00,74.99,40.65,20.49,23.94,9.74,860.33,5.61
Station2_LOG00844,SRV094,CL-8,2025-08-01 06:31:00,15.74,26.59,68.16,27.04,3.98,100.71,8.81
Station2_LOG00845,SRV040,CL-6,2025-08-02 20:33:00,59.09,84.82,62.63,20.04,9.64,654.24,1.76
Station2_LOG00846,SRV097,CL-3,2025-08-01 17:47:00,82.53,60.25,48.22,20.81,24.05,787.35,5.07
Station2_LOG00847,SRV008,CL-1,2025-08-02 20:58:00,57.63,84.03,49.94,14.6,2.83,411.4,9.15
Station2_LOG00848,SRV008,CL-1,2025-08-01 12:30:00,68.28,40.76,14.03,25.25,16.25,991.44,9.59
Station2_LOG00849,SRV070,CL-1,2025-08-02 06:12:00,65.96,36.94,25.51,5.03,1.44,274.5,6.2
Station2_LOG00850,SRV081,CL-4,2025-08-02 06:13:00,47.31,77.04,29.21,29.84,10.3,399.73,8.16
Station2_LOG00851,SRV019,CL-2,2025-08-01 03:13:00,21.44,29.06,39.71,7.91,4.47,312.12,3.91
Station2_LOG00852,SRV050,CL-1,2025-08-01 23:45:00,40.93,72.31,,15.23,3.56,290.3,7.17
Station2_LOG00853,SRV043,CL-8,2025-08-01 18:06:00,18.86,60.96,66.16,1.65,8.58,260.69,6.11
Station2_LOG00854,SRV074,CL-3,2025-08-02 06:31:00,91.91,35.1,25.26,14.15,13.98,725.4,5.67
Station2_LOG00855,SRV084,CL-9,2025-08-01 20:58:00,64.84,34.01,38.12,28.55,,508.68,1.05
Station2_LOG00856,SRV048,CL-9,2025-08-02 10:58:00,61.9,54.47,5.62,29.83,6.36,283.92,2.86
Station2_LOG00857,SRV026,CL-2,2025-08-02 09:18:00,47,71.03,53.97,22.34,4.2,222.12,6.26
Station2_LOG00858,SRV035,CL-6,2025-08-01 05:17:00,57.25,80.07,70.42,2.16,18.16,167.37,0.73
Station2_LOG00859,SRV035,CL-6,2025-08-01 10:57:00,67.49,53.14,41.05,22.11,21.33,197.34,8.03
Station2_LOG00860,SRV078,CL-1,2025-08-02 07:08:00,44,59.2,78.5,18.14,10.7,672.9,8.21
Station2_LOG00861,SRV006,CL-4,2025-08-02 03:10:00,36.77,41.42,77.86,18.72,,401.91,4.85
Station2_LOG00862,SRV050,CL-1,2025-08-02 23:42:00,20.22,62.34,61.08,6.5,4.57,438.68,3.64
Station2_LOG00863,SRV094,CL-8,2025-08-01 00:46:00,12.88,86.73,19.71,16.68,17.19,692.77,9.13
Station2_LOG00864,SRV082,CL-10,2025-08-01 21:09:00,14.43,89.63,51.95,24.49,9.76,787.79,4.31
Station2_LOG00865,SRV054,CL-9,2025-08-01 06:59:00,88.46,77.4,8.97,2.7,17.38,414.55,3.02
Station2_LOG00866,SRV011,CL-7,2025-08-01 12:41:00,46.54,45.04,39.96,6.64,19.32,670.06,7.62
Station2_LOG00867,SRV056,CL-4,2025-08-02 07:53:00,80.03,42.37,62.27,10.8,3.08,953.64,0.5
Station2_LOG00868,SRV077,CL-1,2025-08-02 07:10:00,69.28,38.91,5.07,27.98,10.14,636.12,4.11
Station2_LOG00869,SRV017,CL-6,2025-08-02 06:21:00,60.94,25.15,39.11,2.93,13.4,111.13,6.97
Station2_LOG00870,SRV040,CL-6,2025-08-02 06:05:00,83.04,86.1,12.73,16.15,14.98,744.08,3.51
Station2_LOG00871,SRV026,CL-2,2025-08-02 06:15:00,93.3,21.14,75.78,13.69,22.19,706.74,6.66
Station2_LOG00872,SRV014,CL-10,2025-08-02 20:34:00,66.1,31.99,8.01,21.19,22.51,978.58,1.62
Station2_LOG00873,SRV045,CL-2,2025-08-02 11:21:00,91.09,31.43,36.84,15.69,16.95,971.02,0.54
Station2_LOG00874,SRV063,CL-10,2025-08-01 09:26:00,23.44,76.68,65.41,18.08,7.93,460.77,3.58
Station2_LOG00875,SRV070,CL-1,2025-08-02 11:38:00,60.79,30.42,30.64,0.98,1.85,927.07,0.54
Station2_LOG00876,SRV094,CL-8,2025-08-02 03:46:00,49.55,42.09,62.54,0.73,5.46,778.8,8.11
Station2_LOG00877,SRV071,CL-2,2025-08-01 11:49:00,17.41,60.41,,22.76,1.36,596.98,2.54
Station2_LOG00878,SRV096,CL-4,2025-08-01 01:50:00,26.17,50.7,47.45,13.91,6.85,942.21,8.57
Station2_LOG00879,SRV096,CL-4,2025-08-02 11:43:00,46.09,84.09,38.3,15.31,6.92,656.9,4.32
Station2_LOG00880,SRV026,CL-2,2025-08-02 21:31:00,93.39,70.76,56.12,12.39,7.63,984.65,2
Station2_LOG00881,SRV026,CL-2,2025-08-01 06:07:00,25.41,38.18,,18.77,5.52,820.93,2.05
Station2_LOG00882,SRV046,CL-7,2025-08-02 06:56:00,25.82,77.73,49.26,28.71,7.36,651.76,0.23
Station2_LOG00883,SRV054,CL-9,2025-08-01 06:21:00,50.81,81.71,60.5,17.37,10.89,708.62,2.29
Station2_LOG00884,SRV035,CL-6,2025-08-01 06:35:00,30.59,34.44,42.51,15.55,7.55,498.61,6.99
Station2_LOG00885,SRV094,CL-8,2025-08-01 08:50:00,35.46,89.58,55.84,27.17,0.57,773.22,1.38
Station2_LOG00886,SRV077,CL-1,2025-08-01 04:37:00,22.57,53,46.66,1.88,8.32,970.88,4.86
Station2_LOG00887,SRV097,CL-3,2025-08-01 10:31:00,51.23,32.08,69.29,17.74,19.17,396.48,6
Station2_LOG00888,SRV035,CL-6,2025-08-02 10:44:00,34.94,46.03,68.54,25.87,21.13,986.33,8.43
Station2_LOG00889,SRV046,CL-7,2025-08-01 12:19:00,10.96,68.94,5.51,25.65,12.25,217.21,3.98
Station2_LOG00890,SRV017,CL-6,2025-08-01 18:22:00,59.02,21.88,13.65,8.55,21.77,891.63,0.91
Station2_LOG00891,SRV027,CL-7,2025-08-01 22:31:00,92.2,43.05,70.6,8.03,12.23,599.98,4.67
Station2_LOG00892,SRV070,CL-1,2025-08-01 04:08:00,18.74,36.92,42.47,17.75,2.83,541.37,2.51
Station2_LOG00893,SRV012,CL-3,2025-08-02 18:57:00,73.37,80.04,46.19,7.75,22.22,499.5,9.51
Station2_LOG00894,SRV091,CL-2,2025-08-02 03:41:00,14.25,80.68,55.13,27.21,6.38,796.42,0.45
Station2_LOG00895,SRV011,CL-7,2025-08-01 00:06:00,42.71,82.08,74.7,29.5,7.75,167.04,2.63
Station2_LOG00896,SRV036,CL-9,2025-08-01 10:10:00,55.43,35.41,15.59,24.3,24.32,195.76,7.59
Station2_LOG00897,SRV010,CL-4,2025-08-01 07:55:00,54.09,77.77,9.27,13.27,24.95,284.91,7.34
Station2_LOG00898,SRV097,CL-3,2025-08-01 01:44:00,77.31,66.78,42.41,4.96,8.41,869.07,2.44
Station2_LOG00899,SRV074,CL-3,2025-08-01 14:12:00,74.73,23.28,71.69,18.37,2.29,438.19,7.97
Station2_LOG00900,SRV010,CL-4,2025-08-01 23:55:00,20.66,51.33,64.34,7.05,17.4,224.04,4.72
Station2_LOG00901,SRV023,CL-1,2025-08-01 03:11:00,57.4,38.38,40.14,14.75,5.72,144.38,6.26
Station2_LOG00902,SRV010,CL-4,2025-08-02 22:58:00,79.48,66.85,11.82,2.21,15.96,917.75,6.22
Station2_LOG00903,SRV089,CL-1,2025-08-02 02:34:00,17.63,35.62,70.61,4.11,22.08,939.57,2.65
Station2_LOG00904,SRV023,CL-1,2025-08-01 09:26:00,78.65,54.15,50.82,16.77,6.97,235.41,7.36
Station2_LOG00905,SRV006,CL-4,2025-08-01 10:29:00,27.88,31.26,27.5,5.08,7.81,281.64,4.77
Station2_LOG00906,SRV091,CL-2,2025-08-02 20:59:00,27.95,57.81,9.53,28.62,21.29,174.92,0.31
Station2_LOG00907,SRV019,CL-2,2025-08-01 18:50:00,43.78,85.39,27.46,27.44,4.36,959.22,8.16
Station2_LOG00908,SRV056,CL-4,2025-08-02 22:19:00,33.08,36.02,72.15,12.44,8.24,383.13,4.56
Station2_LOG00909,SRV066,CL-9,2025-08-01 03:46:00,13.36,86.9,26.58,7.51,4.21,270.01,7.31
Station2_LOG00910,SRV073,CL-3,2025-08-01 16:00:00,21.28,51.35,46.97,5.33,15.6,638.24,3.31
Station2_LOG00911,SRV029,CL-2,2025-08-02 19:33:00,63.77,,27.88,8.21,,861.16,0.17
Station2_LOG00912,SRV041,CL-10,2025-08-02 12:51:00,75.4,35.17,19.91,10.9,8.79,803.07,7.29
Station2_LOG00913,SRV023,CL-1,2025-08-02 11:19:00,83.8,63.01,19.23,21.38,,130.79,4.85
Station2_LOG00914,SRV040,CL-6,2025-08-02 22:33:00,19.11,50.48,67.42,12.52,9.76,515.46,6.69
Station2_LOG00915,SRV067,CL-5,2025-08-02 04:45:00,41.01,26.4,24.23,14.7,23.47,403.99,4.97
Station2_LOG00916,SRV001,CL-8,2025-08-02 18:43:00,35.38,64,73.99,6.1,3.11,225.59,0.11
Station2_LOG00917,SRV028,CL-2,2025-08-01 00:19:00,28.26,35.2,66.36,23,5.29,108.93,1.46
Station2_LOG00918,SRV081,CL-4,2025-08-01 08:15:00,77.63,46.25,48.86,28.67,12.46,506.25,9.34
Station2_LOG00919,SRV034,CL-6,2025-08-01 01:25:00,72.95,83.53,62.04,2.43,9.36,333.16,3.49
Station2_LOG00920,SRV012,CL-3,2025-08-01 14:49:00,18.63,81.1,5.42,6.68,23.39,750.68,4.64
Station2_LOG00921,SRV071,CL-2,2025-08-01 10:12:00,72.56,30.97,5.32,11.21,11.16,597.64,0.62
Station2_LOG00922,SRV081,CL-4,2025-08-01 17:41:00,54.96,77.98,77.96,1.39,8.99,250.63,3.01
Station2_LOG00923,SRV045,CL-2,2025-08-02 02:45:00,24.96,57.5,15.43,27.41,21.29,703.83,3.05
Station2_LOG00924,SRV005,CL-3,2025-08-02 19:58:00,63.1,22.69,40.89,23.83,22.91,383.12,4.6
Station2_LOG00925,SRV056,CL-4,2025-08-02 20:14:00,67.07,44.2,7.22,0.72,15.04,568.25,5.31
Station2_LOG00926,SRV071,CL-2,2025-08-02 21:46:00,60.68,68.74,13.21,4.23,2.09,342.16,9.11
Station2_LOG00927,SRV031,CL-7,2025-08-01 12:02:00,80.35,86.14,5.84,20.22,19.21,452.99,2.39
Station2_LOG00928,SRV036,CL-9,2025-08-02 02:58:00,34.59,83.33,29.96,4.38,4.09,661.09,0.62
Station2_LOG00929,SRV017,CL-6,2025-08-01 03:05:00,35.45,74.29,11.95,28.27,15.58,652.1,6.39
Station2_LOG00930,SRV019,CL-2,2025-08-01 13:26:00,19.87,33.48,66.71,4.13,7.7,857.09,5.05
Station2_LOG00931,SRV017,CL-6,2025-08-02 19:54:00,44.39,25.49,72.18,8.4,23.31,278.93,9.23
Station2_LOG00932,SRV050,CL-1,2025-08-02 22:29:00,68.53,79.05,12.25,0.84,1.48,819.7,5.4
Station2_LOG00933,SRV078,CL-1,2025-08-02 21:11:00,19.54,85.93,56.9,9.2,11.14,159.78,2.55
Station2_LOG00934,SRV094,CL-8,2025-08-01 10:32:00,68.02,42.98,26.02,9.94,7.19,774.19,4.73
Station2_LOG00935,SRV070,CL-1,2025-08-02 11:13:00,30.19,27.95,21.75,5.58,1.61,823.98,8.87
Station2_LOG00936,SRV056,CL-4,2025-08-02 09:36:00,38.7,38.42,55.04,15.61,14.62,780.8,2.2
Station2_LOG00937,SRV011,CL-7,2025-08-01 11:57:00,45.39,71.36,49.69,10.02,19.13,222.58,5.07
Station2_LOG00938,SRV066,CL-9,2025-08-01 13:41:00,62.66,,31.45,26.26,21.54,887.32,8.6
Station2_LOG00939,SRV070,CL-1,2025-08-02 00:53:00,33.67,31.37,6.51,0.83,12.46,648.37,3.78
Station2_LOG00940,SRV040,CL-6,2025-08-02 05:53:00,92.21,82.73,68.1,1.55,21.27,774.01,7.54
Station2_LOG00941,SRV043,CL-8,2025-08-01 03:26:00,77.1,23.21,44.19,23.02,9.42,206.04,4.07
Station2_LOG00942,SRV084,CL-9,2025-08-02 03:19:00,65.31,45.11,29.59,24.66,4.42,959.66,1.31
Station2_LOG00943,SRV077,CL-1,2025-08-01 16:49:00,68,,77.08,27.5,13.8,248.78,0.24
Station2_LOG00944,SRV081,CL-4,2025-08-02 05:40:00,53.96,72.06,10.38,2.13,21.99,810.82,9.29
Station2_LOG00945,SRV011,CL-7,2025-08-02 10:39:00,20.54,88.4,78.41,0.77,22.43,538.6,6.01
Station2_LOG00946,SRV040,CL-6,2025-08-01 06:23:00,65.13,35.39,10.42,29,11.18,826.17,0.12
Station2_LOG00947,SRV082,CL-10,2025-08-01 15:59:00,63.39,45.89,52.14,10.19,14.04,448.04,9.03
Station2_LOG00948,SRV043,CL-8,2025-08-01 14:27:00,87.95,55.45,31.2,11.78,9.17,798.06,4.27
Station2_LOG00949,SRV077,CL-1,2025-08-01 12:35:00,34.77,64.83,76.74,0.97,1.42,321.18,2.17
Station2_LOG00950,SRV040,CL-6,2025-08-02 16:25:00,25.79,77.49,12.37,28.73,10.84,817.31,3.72
Station2_LOG00951,SRV097,CL-3,2025-08-01 22:17:00,50.85,76.35,50.12,23.64,18.26,845.98,9.82
Station2_LOG00952,SRV028,CL-2,2025-08-02 07:18:00,19.47,56.65,25.15,26.17,12.82,760.95,8.29
Station2_LOG00953,SRV017,CL-6,2025-08-02 07:37:00,65.06,70.09,53.42,20.89,10.45,643.95,6
Station2_LOG00954,SRV050,CL-1,2025-08-02 22:11:00,13.52,51.45,43.88,14.07,17.95,674.56,9.61
Station2_LOG00955,SRV081,CL-4,2025-08-01 10:33:00,29.59,20.6,,4.17,17.54,841.71,5.11
Station2_LOG00956,SRV026,CL-2,2025-08-02 17:53:00,78.1,43.28,58.24,24.06,12,104.98,7.63
