Log_ID,Server_ID,Server_Cluster,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Config_Version,Last_Patch_Date,Deployment_Token
Station1_LOG00590,SRV011,CL-7,2025-08-01 22:49:00,46.77,83.75,72.7,29.91,2.62,565.26,4.77,v1.0.0,2024-04-08 00:00:00,ARJI6YB9PD
Station1_LOG00591,SRV016,CL-2,2025-08-01 12:12:00,92.78,66.54,5.84,3.85,19.17,352.33,8.49,v1.0.0,2024-11-19 00:00:00,TG3FIMLCBI
Station1_LOG00592,SRV027,CL-7,2025-08-01 09:00:00,59.2,31.35,17.95,20.29,7.88,714.6,9.32,v1.0.0,2024-06-12 00:00:00,L4BV8WZJFX
Station1_LOG00593,SRV034,CL-6,2025-08-02 22:54:00,93.12,50.17,41.1,0.89,4.52,889.54,0.43,v1.0.0,2024-02-19 00:00:00,WNNDLS371C
Station1_LOG00594,SRV019,CL-2,2025-08-01 06:13:00,83.76,27.9,70.71,7.66,24.18,979.53,7.08,v2.0.3,2024-01-12 00:00:00,ZIYWJ1CZQL
Station1_LOG00595,SRV023,CL-1,2025-08-02 09:56:00,90.38,34.96,62.02,28.94,12.66,692.07,9.22,v1.0.0,2024-07-14 00:00:00,2GSX9OA2EO
Station1_LOG00596,SRV097,CL-3,2025-08-01 05:04:00,90.76,67.15,79.36,9.52,4.87,170.73,7.65,v3.1.0,2024-04-11 00:00:00,E5APCBFLUN
Station1_LOG00597,SRV027,CL-7,2025-08-02 00:28:00,68.97,37.26,58.89,27.87,1.75,887.4,4.5,v1.0.0,2024-05-07 00:00:00,YYP6S0VDCK
Station1_LOG00598,SRV081,CL-4,2025-08-02 04:30:00,59.9,42.48,12.28,23.49,8.79,207.04,3.14,v1.1.2,2024-08-27 00:00:00,SSDVB26XNI
Station1_LOG00599,SRV050,CL-1,2025-08-02 11:42:00,42.89,31.9,40.53,25.22,6.48,372.43,9.55,v2.0.3,2024-02-17 00:00:00,3MPV9WXN91
Station1_LOG00600,SRV035,CL-6,2025-08-02 12:36:00,65.01,32.14,9.95,5.36,0.7,929.52,3.1,v1.0.0,2024-01-16 00:00:00,8ZFAWTY7KF
Station1_LOG00601,SRV081,CL-4,2025-08-01 13:11:00,12.35,38.23,33.86,3.07,22.44,761.47,3.94,v3.1.0,2024-09-08 00:00:00,0ZBTBOP51V
Station1_LOG00602,SRV074,CL-3,2025-08-02 14:53:00,35.06,65.66,68.78,11.47,18.15,649.15,5.98,v2.0.3,2024-10-18 00:00:00,HQCNJBPS0Q
Station1_LOG00603,SRV094,CL-8,2025-08-01 04:40:00,47.19,71.32,36.03,7.29,22.9,871.12,2.38,v1.0.0,2024-02-14 00:00:00,KPMVNO9I1S
Station1_LOG00604,SRV014,CL-10,2025-08-02 18:43:00,30.33,48.15,44.67,23,13.12,431.93,1.31,v1.0.0,2024-12-02 00:00:00,ET8P1H1ZRI
Station1_LOG00605,SRV026,CL-2,2025-08-02 22:13:00,44.64,66.38,73.59,10.4,7.78,925.34,9.71,v3.1.0,2024-02-19 00:00:00,24DKRF4FXE
Station1_LOG00606,SRV028,CL-2,2025-08-02 01:35:00,41.79,80.6,13.36,1.09,13.61,709.62,5.95,v1.0.0,2024-06-10 00:00:00,VB9ZXVTH4O
Station1_LOG00607,SRV046,CL-7,2025-08-02 07:16:00,49.32,68.22,29.34,25.64,19.1,974.63,2.35,v3.1.0,2024-02-13 00:00:00,HH2KS1CBCI
Station1_LOG00608,SRV026,CL-2,2025-08-01 10:44:00,85.61,81.68,17.42,15.81,22.28,181.24,0.58,v1.0.0,2024-08-23 00:00:00,9KPU8O9ONS
Station1_LOG00609,SRV040,CL-6,2025-08-02 09:53:00,30.47,42.24,63.5,3.57,16.74,302.78,8.95,v3.1.0,2024-03-05 00:00:00,MQLOAEBI8B
Station1_LOG00610,SRV013,CL-2,2025-08-02 02:05:00,47.66,75.92,41.94,28.17,15.97,949.32,6.79,v1.0.0,2024-03-12 00:00:00,CNUBJ74F55
Station1_LOG00611,SRV016,CL-2,2025-08-01 00:49:00,13.01,69.54,34.73,21.47,10.64,521.59,8.57,v1.0.0,2024-03-07 00:00:00,URT1RWVNGC
Station1_LOG00612,SRV032,CL-4,2025-08-01 09:35:00,92.86,64.05,10.56,5.98,18.71,895.27,1.33,v2.0.3,2024-05-10 00:00:00,FF2JTJTO0I
Station1_LOG00613,SRV084,CL-9,2025-08-02 07:30:00,31.39,38.94,14.21,12.34,7.54,578.7,7.04,v1.1.2,2024-02-27 00:00:00,4DTZNNVEJE
Station1_LOG00614,SRV074,CL-3,2025-08-01 16:58:00,84.57,76.51,37.4,4.86,14.87,233.88,3.22,v1.0.0,2024-05-15 00:00:00,725U0332W0
Station1_LOG00615,SRV014,CL-10,2025-08-02 01:49:00,22.6,52.31,5.94,11.59,17.26,995.16,8.75,v2.0.3,2024-12-16 00:00:00,OT1K8HCD1S
Station1_LOG00616,SRV070,CL-1,2025-08-01 07:34:00,19.01,80.79,21.45,18.66,24.59,327.07,4.86,v1.0.0,2024-05-01 00:00:00,8MDZFWQVAL
Station1_LOG00617,SRV014,CL-10,2025-08-01 02:37:00,16.79,37.62,76.92,28.35,4.07,461.78,4.97,v2.0.3,2024-01-26 00:00:00,9NDXSSCHJ3
Station1_LOG00618,SRV074,CL-3,2025-08-02 02:36:00,72.22,80.75,76.91,1.55,15.72,321.92,1.18,v1.1.2,2024-08-11 00:00:00,XRJB0AH9QJ
Station1_LOG00619,SRV063,CL-10,2025-08-02 18:49:00,40.4,28.36,60.96,7.99,11.06,477.49,0.98,v1.0.0,2024-10-08 00:00:00,IDI09KGW8C
Station1_LOG00620,SRV077,CL-1,2025-08-02 02:18:00,30.87,,72.92,28.98,20.67,274.71,2.53,v3.1.0,2024-06-08 00:00:00,7ZUM7OD4C9
Station1_LOG00621,SRV078,CL-1,2025-08-02 17:08:00,11.86,27.44,22.14,23.17,23.73,659.89,4.98,v1.0.0,2024-03-11 00:00:00,IB7AKKSQKU
Station1_LOG00622,SRV094,CL-8,2025-08-02 19:23:00,81.19,26.79,44.07,12.01,23.66,390.51,5.51,v2.0.3,2024-09-03 00:00:00,Q6I3AB62AC
Station1_LOG00623,SRV084,CL-9,2025-08-02 09:11:00,70.09,34.95,77.66,20.59,2.25,135.92,3.2,v3.1.0,2024-06-19 00:00:00,6V337PD7CD
Station1_LOG00624,SRV071,CL-2,2025-08-02 04:53:00,71.76,49.71,44.1,26.6,6.41,957.06,1.15,v1.0.0,2024-03-03 00:00:00,JK83MVQIIX
Station1_LOG00625,SRV019,CL-2,2025-08-01 20:41:00,40.63,79.32,22.63,6.61,20.4,253.91,8.91,v2.0.3,2024-06-06 00:00:00,I9RY30M651
Station1_LOG00626,SRV091,CL-2,2025-08-01 21:14:00,34.21,60.69,29.94,12.69,0.61,732.26,7.55,v3.1.0,2024-11-13 00:00:00,9HNE0R3I9H
Station1_LOG00627,SRV073,CL-3,2025-08-02 14:46:00,82.94,79.36,77.78,6.03,4.75,605.39,7.48,v1.1.2,2024-05-17 00:00:00,R07H0UMS48
Station1_LOG00628,SRV054,CL-9,2025-08-01 16:37:00,82.47,83.21,70.57,14.93,7.3,447.88,4.46,v3.1.0,2024-09-15 00:00:00,XJC7IU26RV
Station1_LOG00629,SRV032,CL-4,2025-08-02 06:03:00,55.97,47.7,57.09,18.23,7.54,126.33,2.28,v1.0.0,2024-08-28 00:00:00,ILVEZNMO3U
Station1_LOG00630,SRV008,CL-1,2025-08-01 12:49:00,24.06,34,10.32,12.3,14.86,286.03,2.89,v2.0.3,2024-07-07 00:00:00,3TVA7XWLR4
Station1_LOG00631,SRV046,CL-7,2025-08-01 15:45:00,12.84,29.89,78.79,8.11,13.4,133.09,1.47,v3.1.0,2024-12-27 00:00:00,909O08NE4X
Station1_LOG00632,SRV048,CL-9,2025-08-01 22:28:00,34.02,,19.1,29.42,16.09,460.95,0.47,v1.0.0,2024-01-02 00:00:00,Y22D1B3PO4
Station1_LOG00633,SRV040,CL-6,2025-08-02 07:22:00,32.42,78.59,23.56,8.97,2.34,723.95,1.04,v1.0.0,2024-03-03 00:00:00,4AYUF1TK83
Station1_LOG00634,SRV032,CL-4,2025-08-02 18:37:00,10.99,,55.28,7.36,15.82,402.13,6.73,v3.1.0,2024-08-05 00:00:00,H7CJJEY7QW
Station1_LOG00635,SRV034,CL-6,2025-08-02 18:52:00,80.77,63.2,59.54,1.65,5.5,338.21,9.93,v2.0.3,2024-12-14 00:00:00,CE91TEFO1S
Station1_LOG00636,SRV040,CL-6,2025-08-02 03:08:00,79.97,88.43,24.59,16.24,17.85,937.72,8.67,v1.1.2,2024-01-05 00:00:00,GJEWVPG6VC
Station1_LOG00637,SRV066,CL-9,2025-08-02 07:34:00,24.88,85.24,,3.95,14.53,335.42,1.28,v1.1.2,2024-10-22 00:00:00,CUIGM2T5WO
Station1_LOG00638,SRV016,CL-2,2025-08-02 07:00:00,35.84,75.86,59.7,7.95,1.59,484.14,9.45,v1.1.2,2024-08-19 00:00:00,J4U4FGGW1J
Station1_LOG00639,SRV001,CL-8,2025-08-02 22:40:00,71.55,49.84,54.36,2.77,6.56,207.75,7.58,v3.1.0,2024-12-24 00:00:00,TS55C2IBJV
Station1_LOG00640,SRV045,CL-2,2025-08-02 11:28:00,86.36,,66.51,13.06,22.34,936.76,1.99,v2.0.3,2024-06-23 00:00:00,MY2CXN52T7
Station1_LOG00641,SRV017,CL-6,2025-08-01 03:33:00,19.2,50.55,36.89,29.3,8.42,557.54,3.49,v1.1.2,2024-01-23 00:00:00,088QEG0O0H
Station1_LOG00642,SRV082,CL-10,2025-08-01 12:59:00,83.84,22.04,44.2,8,6.46,255.93,5.41,v1.0.0,2024-03-20 00:00:00,LXV8QIQ7UV
Station1_LOG00643,SRV023,CL-1,2025-08-02 00:30:00,91.57,22.14,24.66,12.16,16.91,917.08,1.48,v2.0.3,2024-02-19 00:00:00,83JQYCRHO7
Station1_LOG00644,SRV097,CL-3,2025-08-01 00:48:00,86.4,46.11,28.7,0.7,10.91,633.6,8.5,v2.0.3,2024-07-21 00:00:00,QPDNU0FH2T
Station1_LOG00645,SRV045,CL-2,2025-08-02 00:40:00,38.42,55.29,21.93,1.65,16.71,870.1,6.48,v1.1.2,2024-10-06 00:00:00,W9USI652BQ
Station1_LOG00646,SRV045,CL-2,2025-08-02 11:36:00,92.62,27.91,37.25,19.23,18.49,208.53,2.95,v1.1.2,2024-12-14 00:00:00,91KMGQAW4T
Station1_LOG00647,SRV026,CL-2,2025-08-01 09:24:00,86.96,43.53,38.34,29.33,24.2,901.67,5.09,v3.1.0,2024-11-23 00:00:00,FWP5WLF0LL
Station1_LOG00648,SRV041,CL-10,2025-08-02 22:43:00,47.88,77.51,,18.86,6.51,362.49,1.85,v1.0.0,2024-01-17 00:00:00,EKTJEPGYAP
Station1_LOG00649,SRV011,CL-7,2025-08-02 06:50:00,44.86,44.72,32.62,9.97,1.96,858.36,5.72,v1.1.2,2024-01-23 00:00:00,6YY5XHQ3U9
Station1_LOG00650,SRV086,CL-4,2025-08-02 15:07:00,86.63,60.92,17.89,28.28,23.02,825.81,2.7,v1.0.0,2024-07-23 00:00:00,OE42W4QYAH
Station1_LOG00651,SRV084,CL-9,2025-08-01 00:05:00,76.44,57.04,31.93,29.41,5.75,180.34,6.6,v1.0.0,2024-07-04 00:00:00,PJQBTK0TD0
Station1_LOG00652,SRV089,CL-1,2025-08-01 06:29:00,44.88,63.94,71.04,6.42,12.05,483.65,3.96,v3.1.0,2024-12-06 00:00:00,SVKEA3X8OU
Station1_LOG00653,SRV071,CL-2,2025-08-02 04:22:00,54.84,,60.17,16.64,10.58,771.53,8,v2.0.3,2024-03-23 00:00:00,LFIFX97L4G
Station1_LOG00654,SRV094,CL-8,2025-08-02 07:07:00,23.15,48.43,50.49,0.64,14.31,955.28,7.61,v2.0.3,2024-12-02 00:00:00,84L9GM5HN1
Station1_LOG00655,SRV006,CL-4,2025-08-01 05:56:00,89.59,44.5,54.41,10.11,10.7,420.46,3.24,v2.0.3,2024-06-17 00:00:00,Y4QZTGBCQT
Station1_LOG00656,SRV011,CL-7,2025-08-01 01:16:00,14.82,46.86,,8.04,14.59,246.65,5.04,v2.0.3,2024-09-26 00:00:00,SZVETC543E
Station1_LOG00657,SRV006,CL-4,2025-08-02 17:35:00,73.03,44.58,24.97,15.85,16.81,141.4,2.48,v2.0.3,2024-12-25 00:00:00,K0VGL2UPQV
Station1_LOG00658,SRV029,CL-2,2025-08-01 06:01:00,58.6,28.8,11.34,14.24,2.23,681.96,8.12,v1.1.2,2024-01-23 00:00:00,KLOF5L5D9A
Station1_LOG00659,SRV086,CL-4,2025-08-02 14:54:00,81.76,37.25,72.72,16.52,2.33,645.37,1.05,v3.1.0,2024-01-26 00:00:00,15X8G1HZVN
Station1_LOG00660,SRV086,CL-4,2025-08-01 00:31:00,49.52,47.28,57.39,6.03,19.44,363.3,1.63,v1.0.0,2024-03-22 00:00:00,SUSWIY7K60
Station1_LOG00661,SRV091,CL-2,2025-08-01 16:49:00,58.81,49.93,12.26,6.75,21.36,929.25,5.57,v3.1.0,2024-10-28 00:00:00,4ED6LOB24H
Station1_LOG00662,SRV014,CL-10,2025-08-02 22:12:00,48.65,73.12,69.47,27.55,6.6,824.55,8.93,v2.0.3,2024-03-17 00:00:00,NX74SSD1JI
Station1_LOG00663,SRV096,CL-4,2025-08-02 15:16:00,76.36,41.29,58.17,20.16,21.58,579.69,6.85,v1.0.0,2024-11-01 00:00:00,QRKUW2032L
Station1_LOG00664,SRV094,CL-8,2025-08-02 22:41:00,77.8,27.25,72.63,28.8,24.17,252.62,3.52,v2.0.3,2024-05-04 00:00:00,4BO6GPN1MX
Station1_LOG00665,SRV031,CL-7,2025-08-01 20:19:00,23.25,89.26,64.99,12.24,15.54,985.54,5.18,v1.0.0,2024-12-13 00:00:00,B2JMXS7S8W
Station1_LOG00666,SRV027,CL-7,2025-08-02 14:45:00,50.76,82.29,59.87,16.64,12.88,146.28,1.27,v3.1.0,2024-06-17 00:00:00,4Q17RO9TNS
Station1_LOG00667,SRV008,CL-1,2025-08-01 14:53:00,28.75,55.13,32.84,17.52,14.66,953.78,9.61,v1.1.2,2024-01-15 00:00:00,XDYQ8D7WGX
Station1_LOG00668,SRV011,CL-7,2025-08-02 19:49:00,68.22,49.24,16.32,9.4,17.88,451.57,9.1,v3.1.0,2024-10-06 00:00:00,FHZLA6OVM8
Station1_LOG00669,SRV066,CL-9,2025-08-01 22:44:00,86.21,79.71,,25.01,20.46,446.91,4.82,v1.0.0,2024-03-27 00:00:00,YOHQLYLEWF
Station1_LOG00670,SRV010,CL-4,2025-08-02 16:33:00,54.39,77.17,17.63,7.97,11.19,660.01,8.5,v1.1.2,2024-05-16 00:00:00,RK2LBIMNZ9
Station1_LOG00671,SRV089,CL-1,2025-08-01 02:51:00,65.21,54.68,37.89,17.07,1.14,865.78,1.5,v1.0.0,2024-08-09 00:00:00,CPL72U22EF
Station1_LOG00672,SRV066,CL-9,2025-08-02 13:36:00,45.86,71.08,37.92,12.7,3.24,390,8.21,v1.1.2,2024-08-22 00:00:00,024LPO6GF9
Station1_LOG00673,SRV012,CL-3,2025-08-02 20:18:00,81.76,27.53,39.39,1.71,,921.73,6.64,v3.1.0,2024-05-10 00:00:00,PZIAJN3MLE
Station1_LOG00674,SRV056,CL-4,2025-08-02 03:50:00,35.73,63.99,70.68,8.48,,102.35,2.76,v3.1.0,2024-08-25 00:00:00,T2L2IEO9UV
Station1_LOG00675,SRV078,CL-1,2025-08-01 17:56:00,54.9,37.1,53.23,26.99,,128.69,2.8,v1.1.2,2024-12-24 00:00:00,3ONX3F86UG
Station1_LOG00676,SRV071,CL-2,2025-08-02 22:48:00,86.6,62.45,53.4,12.84,22.16,607.73,3.98,v2.0.3,2024-11-01 00:00:00,OQVP7Q7CMD
Station1_LOG00677,SRV016,CL-2,2025-08-01 02:38:00,24.08,,17.91,6.96,22.73,128.8,8.34,v2.0.3,2024-10-02 00:00:00,QV66N0TGIY
Station1_LOG00678,SRV048,CL-9,2025-08-01 15:47:00,91.73,70.89,26.83,10.04,16.97,302.2,5.62,v1.1.2,2024-10-13 00:00:00,2VE4IRF7BC
Station1_LOG00679,SRV054,CL-9,2025-08-02 14:10:00,24.64,78.67,25.7,26.39,9.73,996.36,0.88,v3.1.0,2024-08-24 00:00:00,KQBKURT626
Station1_LOG00680,SRV043,CL-8,2025-08-01 09:55:00,81.97,,26.14,29.63,7.79,525.79,7.31,v1.0.0,2024-02-06 00:00:00,PUBKOPSL0J
Station1_LOG00681,SRV084,CL-9,2025-08-02 03:52:00,10.67,,14.71,21.14,22.48,740.55,9.46,v1.0.0,2024-11-14 00:00:00,58PZJ3MNHT
Station1_LOG00682,SRV019,CL-2,2025-08-02 23:26:00,80.04,30.59,74.6,26.78,20.45,754.48,6.95,v2.0.3,2024-01-15 00:00:00,AZVORQ59D6
Station1_LOG00683,SRV036,CL-9,2025-08-02 11:05:00,26.79,64.84,16.75,17.01,19.96,134.55,9.12,v2.0.3,2024-03-13 00:00:00,S2E2FOZZ1J
Station1_LOG00684,SRV016,CL-2,2025-08-02 05:52:00,52.34,,58.16,17.91,17.49,445.27,6.49,v1.0.0,2024-11-17 00:00:00,7BNZTAHY8O
Station1_LOG00685,SRV048,CL-9,2025-08-01 20:51:00,16.76,60.16,42.77,1.41,20.1,565.01,1.49,v2.0.3,2024-11-03 00:00:00,FUGEG1JUM9
Station1_LOG00686,SRV006,CL-4,2025-08-02 21:53:00,55.05,22.19,13.72,9.64,21.3,527.38,0.48,v1.0.0,2024-02-19 00:00:00,V9UJAP7EAS
Station1_LOG00687,SRV089,CL-1,2025-08-02 22:46:00,56.69,34.07,64.65,29.49,2.65,136.89,4.22,v1.1.2,2024-01-16 00:00:00,QD8QKKI9U0
Station1_LOG00688,SRV073,CL-3,2025-08-02 16:45:00,33.03,64.21,55.87,9.76,20.9,231.09,0.71,v2.0.3,2024-07-03 00:00:00,YLCB37BQ3R
Station1_LOG00689,SRV063,CL-10,2025-08-02 00:43:00,27.84,,68.9,11.6,15.11,132.29,6.92,v1.1.2,2024-06-22 00:00:00,KRY7IYGC9G
Station1_LOG00690,SRV036,CL-9,2025-08-02 08:07:00,28.9,52.98,50.39,19.51,16.94,840.14,6.05,v2.0.3,2024-11-15 00:00:00,YX4MIVL590
Station1_LOG00691,SRV029,CL-2,2025-08-01 17:22:00,50.8,74.38,23.66,19.41,15.4,570.42,6.44,v2.0.3,2024-11-21 00:00:00,FKOE2HK724
Station1_LOG00692,SRV045,CL-2,2025-08-01 06:20:00,83.99,85.55,36.74,20.29,16.95,384.58,3.22,v1.1.2,2024-08-26 00:00:00,P101YQT061
Station1_LOG00693,SRV066,CL-9,2025-08-01 00:19:00,46.67,82.87,60.29,22.71,21.13,979.53,4.93,v1.0.0,2024-08-10 00:00:00,VBNK0SCJWS
Station1_LOG00694,SRV031,CL-7,2025-08-01 14:26:00,82.06,56.77,54.15,28.07,5.32,750.75,4.48,v1.1.2,2024-05-24 00:00:00,BMJLUUPGNI
Station1_LOG00695,SRV023,CL-1,2025-08-01 09:55:00,63,69.33,57.66,2.2,9.05,148.88,6.73,v1.0.0,2024-02-23 00:00:00,86S258JY6V
Station1_LOG00696,SRV013,CL-2,2025-08-02 21:37:00,85.41,26.71,11.83,27.35,21.08,526.38,0.63,v1.1.2,2024-02-08 00:00:00,MUEXBX0HJ7
Station1_LOG00697,SRV014,CL-10,2025-08-02 12:18:00,27.84,,11.96,12.04,24.49,467.63,8.94,v1.1.2,2024-11-28 00:00:00,PFW8XEMLTF
Station1_LOG00698,SRV041,CL-10,2025-08-02 15:12:00,22.09,66.43,43.72,24.25,18.38,814.12,7.89,v1.0.0,2024-12-20 00:00:00,FC1K8J0KKA
Station1_LOG00699,SRV035,CL-6,2025-08-01 11:54:00,18.76,31.11,24.15,22.2,6.62,896.77,9.22,v3.1.0,2024-12-18 00:00:00,7Y95CPQRT3
Station1_LOG00700,SRV023,CL-1,2025-08-01 23:29:00,47.34,46.64,47.8,26.57,21.57,645.17,5.87,v3.1.0,2024-08-28 00:00:00,7P7SWVTQQK
Station1_LOG00701,SRV071,CL-2,2025-08-01 22:29:00,66.75,55.07,73.78,19.14,13.22,107.49,6.07,v1.0.0,2024-04-09 00:00:00,A77E799O6A
Station1_LOG00702,SRV063,CL-10,2025-08-01 22:24:00,53.35,24.94,45.84,7.77,22.93,132.51,8.26,v2.0.3,2024-11-03 00:00:00,9UJ6SAFK9K
Station1_LOG00703,SRV063,CL-10,2025-08-01 20:06:00,80.06,69.32,24.83,16.43,17.3,528.89,1.31,v2.0.3,2024-07-04 00:00:00,7CMTOZZI68
Station1_LOG00704,SRV089,CL-1,2025-08-02 07:46:00,32.47,,32.05,10.87,1.31,588.8,2.07,v1.0.0,2024-06-08 00:00:00,DBZQ7IB48G
Station1_LOG00705,SRV017,CL-6,2025-08-02 20:24:00,41.55,79.31,43.51,3.05,8.8,490.55,2.02,v3.1.0,2024-11-21 00:00:00,FK5MGC3ECT
Station1_LOG00706,SRV084,CL-9,2025-08-01 00:58:00,12.41,77.39,79.32,24.59,6.97,403.67,3.71,v3.1.0,2024-09-25 00:00:00,26OL5M5LOI
Station1_LOG00707,SRV012,CL-3,2025-08-02 05:33:00,44.54,21.06,51.38,28.02,16.26,529.21,2.49,v1.0.0,2024-03-21 00:00:00,4YGF76STPB
Station1_LOG00708,SRV048,CL-9,2025-08-01 21:34:00,58.11,78.98,29.84,2.26,11.7,772.89,5.33,v2.0.3,2024-03-18 00:00:00,SFYTK5LBCH
Station1_LOG00709,SRV034,CL-6,2025-08-02 22:02:00,65.01,40.57,51.75,17.96,21.55,683.06,1.97,v3.1.0,2024-02-26 00:00:00,05HFA58S9E
Station1_LOG00710,SRV017,CL-6,2025-08-02 06:12:00,21.19,88.88,79.93,20.94,22.76,511.11,2.79,v1.1.2,2024-07-18 00:00:00,Z2GFQNBIA9
Station1_LOG00711,SRV011,CL-7,2025-08-02 08:58:00,38.49,68.19,59.36,6.99,19.66,499.64,9.74,v1.0.0,2024-12-01 00:00:00,OXIHWM518Z
Station1_LOG00712,SRV029,CL-2,2025-08-02 08:47:00,77.15,39.3,23.19,16.71,18.49,704.94,5.36,v1.1.2,2024-08-16 00:00:00,X1CLMMVH71
Station1_LOG00713,SRV031,CL-7,2025-08-01 15:03:00,14.51,69.01,68.98,20.23,4.21,262.85,5.19,v2.0.3,2024-08-01 00:00:00,LFJ18LM6S0
Station1_LOG00714,SRV082,CL-10,2025-08-02 23:48:00,13.45,89.88,60.45,17.54,8.24,548.77,5.02,v3.1.0,2024-11-02 00:00:00,KDRU4C2P2K
Station1_LOG00715,SRV001,CL-8,2025-08-02 20:01:00,52.39,23.63,35.25,17.4,3.89,343.97,9.94,v2.0.3,2024-07-20 00:00:00,A8KY60P0HZ
Station1_LOG00716,SRV050,CL-1,2025-08-02 18:34:00,23.88,36.11,28.61,3.93,11.06,548.23,2.87,v2.0.3,2024-06-18 00:00:00,QYBXPFYJL4
Station1_LOG00717,SRV014,CL-10,2025-08-02 22:14:00,76.1,54.23,31.77,4.94,15.19,334.24,7.25,v1.0.0,2024-08-14 00:00:00,ATLCEZI8UB
Station1_LOG00718,SRV014,CL-10,2025-08-01 08:00:00,66.64,58.72,8.16,9.42,8.56,530.71,5.82,v3.1.0,2024-03-18 00:00:00,IMTB6T9BY8
Station1_LOG00719,SRV054,CL-9,2025-08-02 00:59:00,35.12,62.95,30.29,23.86,18.46,583.98,7.71,v1.1.2,2024-06-13 00:00:00,QEXRSQ97NP
Station1_LOG00720,SRV094,CL-8,2025-08-02 18:23:00,43.96,81.46,18.79,9.6,4.85,970,9.91,v2.0.3,2024-06-16 00:00:00,MMU9AM6IWE
Station1_LOG00721,SRV008,CL-1,2025-08-02 19:06:00,25.67,,73.79,26.25,7.25,507.5,4.37,v2.0.3,2024-02-18 00:00:00,IMFL0XN3CQ
Station1_LOG00722,SRV081,CL-4,2025-08-02 21:39:00,65.37,69.72,78.84,23.58,7.31,177.57,5.59,v1.0.0,2024-07-21 00:00:00,L5VZD3NKKF
Station1_LOG00723,SRV084,CL-9,2025-08-01 13:57:00,30.81,,33.24,7.31,10.23,947.63,0.51,v3.1.0,2024-10-09 00:00:00,QA0TKC3N4G
Station1_LOG00724,SRV023,CL-1,2025-08-01 06:15:00,77.21,29.32,23.1,3.45,19.36,536.73,1.11,v2.0.3,2024-01-24 00:00:00,ZU9PK42UD2
Station1_LOG00725,SRV036,CL-9,2025-08-01 06:02:00,75.27,42.76,32.31,12.63,17.92,843.42,0.51,v1.1.2,2024-06-16 00:00:00,UUCA7R6D2X
Station1_LOG00726,SRV005,CL-3,2025-08-01 10:30:00,16.73,37.62,12.67,18.95,11.35,741.01,3.98,v1.0.0,2024-02-07 00:00:00,200I2ZRHVY
Station1_LOG00727,SRV048,CL-9,2025-08-02 05:31:00,60.85,29.87,45.41,1.26,14.93,604.93,0.23,v3.1.0,2024-02-06 00:00:00,RKE1F1W5ZS
Station1_LOG00728,SRV010,CL-4,2025-08-01 15:16:00,93.55,,25.42,22.6,4.79,535.87,9.15,v1.0.0,2024-03-20 00:00:00,SVUXZUYKMG
Station1_LOG00729,SRV029,CL-2,2025-08-02 15:04:00,86.31,25.78,12.07,28.29,17,588.77,9.75,v1.1.2,2024-02-22 00:00:00,HL80ZD8IP5
Station1_LOG00730,SRV027,CL-7,2025-08-02 03:13:00,92.89,27.62,37.8,21.54,3.25,417.43,5.29,v1.0.0,2024-08-03 00:00:00,AXY6DES1KL
Station1_LOG00731,SRV036,CL-9,2025-08-01 02:03:00,16.81,86.6,31.58,26.48,6.3,822.76,0.29,v1.0.0,2024-04-09 00:00:00,8JNBRJS1M3
Station1_LOG00732,SRV043,CL-8,2025-08-02 09:51:00,31.59,37.96,78.09,14.56,20.58,797.97,3.33,v3.1.0,2024-03-08 00:00:00,CN0EAHRX0D
Station1_LOG00733,SRV081,CL-4,2025-08-02 21:51:00,49.56,51.06,11.63,14.77,1.68,419.64,3.15,v3.1.0,2024-01-07 00:00:00,1UN1COQAVK
Station1_LOG00734,SRV082,CL-10,2025-08-02 16:46:00,31.36,32.89,13.92,2.48,20.85,674.78,7.47,v1.1.2,2024-12-05 00:00:00,9IYCR0L32U
Station1_LOG00735,SRV045,CL-2,2025-08-01 04:29:00,42.18,25.75,,2.08,0.52,619.72,1.58,v1.1.2,2024-03-07 00:00:00,K42O62K5TS
Station1_LOG00736,SRV008,CL-1,2025-08-01 13:09:00,45.54,44.64,53.01,23.58,7.62,727.94,9.55,v2.0.3,2024-10-24 00:00:00,AUGS664FN8
Station1_LOG00737,SRV086,CL-4,2025-08-01 18:43:00,18.62,59.25,48.36,27.9,14.2,343.46,2.98,v1.0.0,2024-10-14 00:00:00,287SF1PT6T
Station1_LOG00738,SRV074,CL-3,2025-08-02 09:23:00,65.9,34.63,17.77,25.45,24.26,629.05,2.61,v1.1.2,2024-03-08 00:00:00,TBZOPSO6JP
Station1_LOG00739,SRV094,CL-8,2025-08-02 08:44:00,84.74,32.96,55.1,23.35,12.93,630.73,6.23,v3.1.0,2024-02-05 00:00:00,BIQMGPOEMK
Station1_LOG00740,SRV001,CL-8,2025-08-02 11:00:00,17.84,67.47,76.08,28.37,16.23,212.95,5.03,v1.0.0,2024-06-15 00:00:00,GELHNCONDN
Station1_LOG00741,SRV045,CL-2,2025-08-01 02:07:00,87.18,31.47,30.54,20.1,16.91,946.16,4.1,v1.1.2,2024-07-24 00:00:00,02MZJ86GO8
